ID,GC_Content,GC3_Content,Bad_Seq
lcl|NC_000913.3_cds_NP_415319.1_772,50,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415320.1_773,54,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415321.1_774,56,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415322.1_775,56,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_010051178.1_776,52,40,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415323.1_777,51,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415324.1_778,52,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415325.4_779,53,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415326.1_780,54,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415327.2_781,52,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415328.4_782,54,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415329.4_783,53,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415330.1_784,54,63,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415331.1_785,53,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415332.1_786,49,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415333.1_787,49,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415334.1_788,53,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518760.1_789,41,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415335.1_790,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415336.1_791,48,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009029995.1_792,41,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415338.1_793,54,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415339.1_794,52,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415340.1_795,53,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415341.1_796,53,64,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415342.1_797,56,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415343.1_798,47,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415344.1_799,55,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415345.2_800,54,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415346.4_801,54,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415347.1_802,55,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415348.1_803,56,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415349.1_804,57,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415350.2_805,54,56,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415351.1_806,52,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415352.1_807,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415353.1_808,53,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415354.1_809,42,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415355.1_810,43,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415356.1_811,53,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415357.1_812,49,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415358.1_813,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415359.4_814,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415360.1_815,52,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415361.1_816,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415362.1_817,52,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415363.1_818,52,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415364.1_819,53,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415365.4_820,46,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415366.1_821,55,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415367.1_822,52,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415368.1_823,52,58,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415369.1_824,50,53,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415370.1_825,45,38,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415371.1_826,50,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415372.1_827,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415373.1_828,56,61,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415374.1_829,48,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415375.1_830,51,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415376.4_831,55,63,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415377.1_832,51,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415378.1_833,55,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415379.1_834,52,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415380.1_835,55,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415381.1_836,45,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415382.1_837,52,66,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415383.1_838,55,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415384.1_839,50,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415385.1_840,53,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415386.1_841,54,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415387.1_842,54,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415388.1_843,56,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415389.2_844,54,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415390.4_845,55,60,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415391.1_846,56,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415392.1_847,54,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415393.1_848,55,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415394.4_849,55,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415395.2_850,48,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415396.1_851,52,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415397.1_852,53,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415398.1_853,50,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415399.4_854,53,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415400.1_855,54,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415401.1_856,48,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_010051179.1_857,39,32,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415402.1_858,45,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415403.1_859,53,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415404.1_860,48,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415405.1_861,54,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415406.1_862,54,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415407.1_863,54,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415408.1_864,54,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415409.1_865,48,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415410.1_866,54,51,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415411.2_867,51,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415412.1_868,54,52,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415413.1_869,53,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415414.4_870,53,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415415.1_871,52,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415416.1_872,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415417.1_873,46,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415418.1_874,52,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415419.2_875,47,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415420.1_876,47,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415421.1_877,43,41,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415422.1_878,50,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415423.1_879,51,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415424.1_880,49,56,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415425.4_881,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415426.1_882,48,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415427.1_883,50,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415428.1_884,51,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415429.2_885,50,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415430.1_886,54,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415431.1_887,51,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415432.1_888,49,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415433.4_889,49,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415434.1_890,51,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415435.1_891,55,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415436.1_892,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415437.1_893,48,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415438.1_894,53,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415439.1_895,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415440.1_896,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415441.1_897,52,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415442.1_898,53,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415443.2_899,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415444.1_900,56,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415445.1_901,53,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415446.1_902,50,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415447.1_903,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415448.1_904,52,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415449.1_905,48,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415450.1_906,52,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415451.1_907,51,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415452.1_908,53,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415453.1_909,56,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415454.4_910,56,67,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415455.1_911,57,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415456.4_912,52,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415457.1_913,54,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415458.2_914,42,38,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415459.1_915,45,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415460.1_916,48,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415461.1_917,48,45,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415462.1_918,47,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415463.2_919,47,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415464.4_920,52,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415465.1_921,47,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415466.4_922,49,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415467.1_923,50,45,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415468.1_924,54,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415469.1_925,52,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415470.1_926,52,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415471.1_927,50,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415472.2_928,52,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415473.1_929,54,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415474.1_930,53,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415475.1_931,52,53,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415476.1_932,46,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415477.1_933,54,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415478.1_934,48,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415479.1_935,48,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415480.2_936,52,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415481.1_937,48,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415482.1_938,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415483.2_939,53,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415484.1_940,51,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415485.4_941,54,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415486.4_942,56,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415487.4_943,52,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415488.1_944,52,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415489.4_945,47,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415490.1_946,51,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415491.1_947,56,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415492.1_948,57,69,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415493.1_949,52,69,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415494.1_950,59,66,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415495.1_951,57,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415496.1_952,55,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415497.1_953,54,65,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415498.1_954,53,66,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_001165313.1_955,46,65,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415500.1_956,54,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415501.1_957,51,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415502.4_958,52,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415503.1_959,51,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415504.1_960,52,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415505.1_961,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415506.1_962,48,47,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415507.2_963,58,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_588445.1_964,53,54,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415508.1_965,55,67,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415509.1_966,47,39,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415510.1_967,44,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518761.1_968,47,48,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415511.1_969,42,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_588446.1_970,40,45,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415512.1_971,49,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415513.2_972,54,57,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415514.1_973,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415515.1_974,52,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415516.1_975,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415517.1_976,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415518.1_977,53,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415519.1_978,54,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415520.1_979,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415521.1_980,34,31,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415522.1_981,52,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415523.1_982,47,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415524.1_983,54,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415525.2_984,51,43,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415526.4_985,54,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415527.4_986,59,67,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415528.1_987,57,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415529.1_988,58,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415530.1_989,54,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415531.2_990,55,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415532.3_991,55,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415533.1_992,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415534.1_993,57,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_009518762.2_994,37,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415535.1_995,54,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415537.1_996,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415538.1_997,54,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415539.1_998,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415540.1_999,44,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415541.1_1000,47,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415542.1_1001,44,39,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415543.1_1002,47,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415544.1_1003,39,41,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415545.1_1004,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415546.2_1005,50,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415548.1_1006,41,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415551.2_1007,51,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415552.1_1008,48,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415553.1_1009,54,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415554.4_1010,54,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415555.1_1011,50,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415556.1_1012,42,42,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415557.1_1013,43,41,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415558.1_1014,42,47,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415559.1_1015,42,34,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415560.1_1016,51,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415561.1_1017,43,39,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415562.1_1018,44,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415563.1_1019,52,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415564.2_1020,51,53,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415565.1_1021,44,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415566.1_1022,50,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415567.1_1023,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415568.1_1024,50,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415569.4_1025,50,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415571.1_1026,52,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415572.1_1027,53,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415573.1_1028,50,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415574.1_1029,47,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415575.1_1030,51,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415576.1_1031,38,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415577.1_1032,52,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415578.3_1033,45,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415579.1_1034,48,41,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415580.1_1035,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415581.1_1036,47,54,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415582.1_1037,49,57,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415583.4_1038,55,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415584.1_1039,49,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415585.1_1040,52,52,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415586.1_1041,55,57,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415587.1_1042,54,64,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415588.1_1043,48,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415589.1_1044,53,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415590.1_1045,52,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415591.1_1046,53,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415592.1_1047,53,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415593.1_1048,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415594.1_1049,52,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415595.1_1050,59,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415596.1_1051,54,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415597.1_1052,54,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415598.3_1053,54,57,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415599.1_1054,55,62,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415600.1_1055,52,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415601.1_1056,51,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415602.1_1057,56,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415603.2_1058,45,48,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415604.1_1059,51,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415605.2_1060,50,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415606.1_1061,50,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415607.1_1062,54,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415608.2_1063,52,51,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415609.1_1064,55,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415610.1_1065,55,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415611.1_1066,52,50,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415612.1_1067,48,53,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415613.1_1068,53,52,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415614.1_1069,51,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415615.1_1070,51,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415616.1_1071,54,56,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415617.1_1072,54,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415618.1_1073,51,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415619.1_1074,53,58,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415620.1_1075,50,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415621.3_1076,51,53,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415622.1_1077,49,51,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415623.1_1078,56,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415624.1_1079,53,56,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415625.1_1080,53,51,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415626.4_1081,47,57,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415627.1_1082,53,59,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415628.1_1083,54,54,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415629.4_1084,51,55,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415630.1_1085,47,44,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415631.1_1086,53,54,"Not_ATG,Good_stop"
lcl|NC_000913.3_cds_NP_415632.1_1087,55,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415633.1_1088,50,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415634.1_1089,54,59,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415635.4_1090,55,63,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415636.1_1091,52,60,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415637.1_1092,53,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415638.3_1093,52,48,"Good_start,Good_stop"
lcl|NC_000913.3_cds_YP_010051180.1_1094,52,49,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415639.1_1095,43,40,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415640.2_1096,44,46,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415641.1_1097,51,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415642.1_1098,50,61,"Good_start,Good_stop"
lcl|NC_000913.3_cds_NP_415643.3_1099,51,67,"Not_ATG,Good_stop"
